regionID,region,Provincia,Distrito,Comuna,Lista,NºenVoto,Pacto,SubPacto,Partido,votosComuna
5,DE VALPARAISO,VALPARAISO,7,VALPARAISO,R,90,PACTO JUSTICIA Y TRANSPARENCIA,,UNION PATRIOTICA,96
7,DEL MAULE,LINARES,18,YERBAS BUENAS,L,25,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,65
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,PEUMO,H,18,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,63
14,DE LOS RIOS,VALDIVIA,24,LOS LAGOS,S,31,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,120
2,DE ANTOFAGASTA,TOCOPILLA,3,TOCOPILLA,S,41,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,132
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,RENGO,H,19,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,90
7,DEL MAULE,CAUQUENES,18,CHANCO,S,33,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,9
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MARIA PINTO,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,341
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,NAVIDAD,B,3,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,155
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,EL BOSQUE,S,48,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,2339
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,RIO VERDE,L,15,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,20
5,DE VALPARAISO,VALPARAISO,7,CONCON,S,42,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,163
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,CHEPICA,G,13,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,89
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,QUINTA NORMAL,J,31,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA ,129
7,DEL MAULE,LINARES,18,LINARES,H,23,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,279
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,PUNTA ARENAS,J,43,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,212
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,OLIVAR,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,INDEPENDIENTE,133
5,DE VALPARAISO,SAN FELIPE,6,LLAY-LLAY,B,9,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,711
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,INDEPENDIENTE,56
4,DE COQUIMBO,ELQUI,5,ANDACOLLO,L,29,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,19
5,DE VALPARAISO,LOS ANDES,6,LOS ANDES,O,42,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,82
,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,TORTEL,H,12,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,22
5,DE VALPARAISO,LOS ANDES,6,CALLE LARGA,S,41,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,INDEPENDIENTE,54
7,DEL MAULE,CAUQUENES,18,CHANCO,L,22,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,181
5,DE VALPARAISO,LOS ANDES,6,CALLE LARGA,H,17,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,25
9,DE LA ARAUCANIA,CAUTIN,23,TOLTEN,H,19,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,187
5,DE VALPARAISO,MARGA MARGA,6,QUILPUE,O,51,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,PARTIDO PROGRESISTA ,135
10,DE LOS LAGOS,OSORNO,25,SAN JUAN DE LA COSTA,S,23,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,290
10,DE LOS LAGOS,LLANQUIHUE,25,PUERTO VARAS,L,40,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,314
4,DE COQUIMBO,ELQUI,5,LA SERENA,G,26,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,225
10,DE LOS LAGOS,PALENA,26,CHAITEN,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,25
10,DE LOS LAGOS,OSORNO,25,OSORNO,I,27,PACTO CHILE QUIERE AMPLITUD,,AMPLITUD,95
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PICHILEMU,B,10,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,INDEPENDIENTE,152
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,S,41,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,176
15,ARICA Y PARINACOTA,ARICA,1,ARICA,G,40,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,328
8,DEL BIOBIO,CONCEPCION,20,CHIGUAYANTE,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,110
7,DEL MAULE,TALCA,17,PELARCO,S,29,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,20
9,DE LA ARAUCANIA,CAUTIN,22,PERQUENCO,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,86
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,B,12,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,482
3,DE ATACAMA,CHAÑARAL,4,CHAÑARAL,C,12,PACTO PODER ECOLOGISTA Y CIUDADANO,,PARTIDO ECOLOGISTA VERDE ,202
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SANTIAGO,P,77,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,PARTIDO HUMANISTA,319
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,MARCHIGUE,B,4,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,16
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,L,60,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,241
,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,O'HIGGINS,B,4,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,31
14,DE LOS RIOS,VALDIVIA,24,MARIQUINA,G,13,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,103
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,LO PRADO,H,24,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,127
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,LA ESTRELLA,H,11,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,38
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,B,11,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,141
5,DE VALPARAISO,SAN FELIPE,6,PUTAENDO,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,84
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,NAVIDAD,H,13,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,54
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PICHILEMU,P,30,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO MIRAS E INDEPENDIENTES,MOVIMIENTO INDEPENDIENTE REGIONALISTA AGRARIO Y SOCIAL ,49
9,DE LA ARAUCANIA,MALLECO,22,COLLIPULLI,J,23,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,76
8,DEL BIOBIO,CONCEPCION,20,SANTA JUANA,I,22,PACTO CHILE QUIERE AMPLITUD,,INDEPENDIENTE,129
7,DEL MAULE,LINARES,18,COLBUN,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,408
7,DEL MAULE,CURICO,17,CURICO,S,62,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,206
9,DE LA ARAUCANIA,MALLECO,22,VICTORIA,G,14,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,125
10,DE LOS LAGOS,LLANQUIHUE,25,LLANQUIHUE,G,18,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,47
7,DEL MAULE,CURICO,17,TENO,B,9,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,269
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,LO PRADO,H,23,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,244
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,CURACAVI,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,671
5,DE VALPARAISO,QUILLOTA,6,QUILLOTA,H,21,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,573
8,DEL BIOBIO,BIOBIO,21,LOS ANGELES,G,20,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,687
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,PUNTA ARENAS,B,20,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,620
12,DE MAGALLANES Y ANTARTICA CH.,ULTIMA ESPERANZA,28,NATALES,G,9,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,308
2,DE ANTOFAGASTA,ANTOFAGASTA,3,MEJILLONES,P,23,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,PARTIDO HUMANISTA,437
10,DE LOS LAGOS,CHILOE,26,CURACO DE VELEZ,L,14,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,2
7,DEL MAULE,CURICO,17,CURICO,G,14,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,1228
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,S,51,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,246
8,DEL BIOBIO,ARAUCO,21,CURANILAHUE,G,14,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,211
13,METROPOLITANA DE SANTIAGO,SANTIAGO,11,LAS CONDES,L,45,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,2913
3,DE ATACAMA,COPIAPO,4,COPIAPO,S,68,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,637
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,ÑUÑOA,H,25,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,753
9,DE LA ARAUCANIA,MALLECO,22,VICTORIA,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,108
4,DE COQUIMBO,LIMARI,5,COMBARBALA,S,45,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,180
13,METROPOLITANA DE SANTIAGO,SANTIAGO,11,LA REINA,K,31,PACTO CAMBIEMOS LA HISTORIA,,REVOLUCION DEMOCRATICA,1951
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MACHALI,O,31,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,PARTIDO PROGRESISTA ,199
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,PROVIDENCIA,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,624
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,CERRO NAVIA,M,49,PACTO PUEBLO UNIDO,SUBPACTO IGUALDAD PARA CHILE,INDEPENDIENTE,88
8,DEL BIOBIO,CONCEPCION,20,TALCAHUANO,I,33,PACTO CHILE QUIERE AMPLITUD,,AMPLITUD,77
7,DEL MAULE,CURICO,17,RAUCO,O,30,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,1
13,METROPOLITANA DE SANTIAGO,CHACABUCO,8,COLINA,J,27,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,305
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SANTIAGO,J,42,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA ,786
8,DEL BIOBIO,ARAUCO,21,ARAUCO,G,15,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,157
7,DEL MAULE,CURICO,17,RAUCO,J,21,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,67
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,H,10,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,44
8,DEL BIOBIO,BIOBIO,19,YUMBEL,G,24,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,582
7,DEL MAULE,LINARES,18,RETIRO,B,5,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,124
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PLACILLA,P,23,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO MIRAS E INDEPENDIENTES,MOVIMIENTO INDEPENDIENTE REGIONALISTA AGRARIO Y SOCIAL ,93
4,DE COQUIMBO,CHOAPA,5,SALAMANCA,H,16,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,97
10,DE LOS LAGOS,CHILOE,26,QUEMCHI,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,225
5,DE VALPARAISO,PETORCA,6,CABILDO,S,38,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,127
4,DE COQUIMBO,ELQUI,5,LA SERENA,H,29,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,728
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,S,26,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,42
14,DE LOS RIOS,VALDIVIA,24,MARIQUINA,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,366
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,MACUL,L,38,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,318
8,DEL BIOBIO,BIOBIO,21,TUCAPEL,H,17,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,382
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,G,11,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,117
8,DEL BIOBIO,ÑUBLE,19,RANQUIL,G,13,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,80
12,DE MAGALLANES Y ANTARTICA CH.,ULTIMA ESPERANZA,28,NATALES,B,4,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,93
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MARIA PINTO,J,26,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,45
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,CHEPICA,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,224
7,DEL MAULE,LINARES,18,YERBAS BUENAS,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,999
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,PUNTA ARENAS,A,15,PARTIDO REGIONALISTA DE MAGALLANES,,PARTIDO REGIONALISTA DE MAGALLANES ,98
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,MACUL,K,34,PACTO CAMBIEMOS LA HISTORIA,,INDEPENDIENTE,236
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,G,11,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,63
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,G,9,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,44
7,DEL MAULE,TALCA,17,PENCAHUE,J,19,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,71
8,DEL BIOBIO,ARAUCO,21,TIRUA,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,149
5,DE VALPARAISO,SAN ANTONIO,7,SAN ANTONIO,L,38,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,322
7,DEL MAULE,TALCA,17,SAN RAFAEL,H,19,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,166
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,B,11,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,240
7,DEL MAULE,TALCA,17,CUREPTO,H,14,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,9
5,DE VALPARAISO,ISLA DE PASCUA,7,ISLA DE PASCUA,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,INDEPENDIENTE,99
7,DEL MAULE,TALCA,17,PELARCO,L,26,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,100
10,DE LOS LAGOS,PALENA,26,CHAITEN,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,108
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,S,27,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,INDEPENDIENTE,34
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,J,29,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,197
7,DEL MAULE,LINARES,18,LONGAVI,J,16,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,271
8,DEL BIOBIO,CONCEPCION,20,CORONEL,J,31,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA ,113
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,100
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MARIA PINTO,H,20,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,66
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,L,21,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,153
10,DE LOS LAGOS,LLANQUIHUE,26,PUERTO MONTT,H,33,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,1122
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,H,20,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,823
5,DE VALPARAISO,QUILLOTA,6,CALERA,G,18,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,112
7,DEL MAULE,TALCA,17,MAULE,L,30,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,41
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,EL MONTE,J,26,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,218
10,DE LOS LAGOS,OSORNO,25,OSORNO,G,18,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,187
7,DEL MAULE,CURICO,17,HUALAÑE,G,9,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,88
10,DE LOS LAGOS,LLANQUIHUE,25,FRUTILLAR,B,5,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,795
8,DEL BIOBIO,ÑUBLE,19,PINTO,L,27,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,136
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,B,5,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,28
2,DE ANTOFAGASTA,EL LOA,3,SAN PEDRO DE ATACAMA,S,37,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,26
5,DE VALPARAISO,VALPARAISO,7,VIÑA DEL MAR,O,61,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,172
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,L,29,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,136
8,DEL BIOBIO,ÑUBLE,19,BULNES,L,36,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,579
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,REQUINOA,H,15,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,1080
7,DEL MAULE,LINARES,18,SAN JAVIER,S,36,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,83
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,H,17,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,138
10,DE LOS LAGOS,OSORNO,25,PUERTO OCTAY,B,10,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,INDEPENDIENTE,62
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,LAS CABRAS,P,29,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO MIRAS E INDEPENDIENTES,MOVIMIENTO INDEPENDIENTE REGIONALISTA AGRARIO Y SOCIAL ,500
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA PINTANA,P,62,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,334
3,DE ATACAMA,COPIAPO,4,TIERRA AMARILLA,G,14,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,73
